Date,Unconstrained_Groundtruth,ARIMA,SARIMA,SD-SVR,Tsformer
2630,66014.0,55005.0583533968,61611.9067023772,91081.43698217526,74202.97
2631,66848.0,56414.93685276458,60972.67836446989,85963.5111441298,63688.816
2632,38475.0,57611.63094361066,39831.02273611929,49545.76224809115,44172.69
2633,31727.0,46071.00787181045,33142.42645486146,36015.32273105922,38014.188
2634,58092.0,41638.89046899077,60940.436194083166,60617.699630908945,66420.81
2635,55462.0,52620.01275277249,62050.11416482131,61936.73032933261,77204.92
2636,52919.0,52085.969934584275,62829.03985311287,65703.06672679081,79605.88
2637,51026.0,51360.24687526849,57148.33270433517,65544.232317292,78813.016
2638,81922.0,50709.66367341037,53599.617277458034,62422.141549503496,66105.09
2639,43010.0,62224.290096760626,38860.99781607939,38503.435614719696,44523.227
2640,25839.0,48440.80015636064,33574.27115587364,30478.494130796305,38239.812
2641,55774.0,38433.975532120676,57614.72039437256,52969.432365022716,66553.266
2642,53555.0,51480.580428785244,59098.25278585589,54234.8876436828,76923.805
2643,71349.0,50990.71076506889,60067.88364736261,54988.670275966644,78924.41
2644,52211.0,57967.719028885964,60730.756369844145,55889.09909960418,78766.05
2645,58760.0,51729.40832912981,56126.54308720403,53447.63351542879,65916.36
2646,46032.0,54476.09937435646,36219.557419821285,34378.257734983905,43859.453
2647,28572.0,49414.460060793695,32778.567076659376,26129.21241926061,37974.367
2648,53562.0,39966.56914981959,58375.589271143086,46729.27142350949,66100.37
2649,61620.0,50667.16371223568,58789.389839193755,49787.79241420452,76249.43
2650,91515.0,54108.62294232826,62569.51969660085,55800.0180391478,78287.875
2651,49150.0,64973.77324224175,67256.85145587078,53997.73849276552,77863.76
2652,29300.0,51438.59777691418,59007.822038733335,52264.28198940205,65158.34
2653,34501.0,40998.40476563441,30336.02713518836,34214.35279253952,42850.008
2654,40718.0,42546.885641290406,26804.54676519908,31002.695200670434,36229.3
2655,75709.0,44756.933415157226,56740.47312701859,57639.2497687778,64982.777
2656,64342.0,57895.5893213466,63626.60237062014,59346.2223865742,75303.83
2657,78988.0,55428.94561729564,66632.26527354639,65506.35143370553,77994.26
2658,63576.0,61440.1718425857,67083.05362308364,65116.9204416032,79201.96
2659,56399.0,57359.58533720311,63778.49171590682,60693.14681729462,67623.914
2660,39992.0,55030.9169450958,39136.991514205845,37913.257992381616,47824.688
2661,36497.0,47576.486541752754,33199.884773799444,33339.74550718596,41169.562
